wiki_data_id;title;main_subject;follows;genre;performer;country_of_origin;original_language_of_film_or_TV_show;publication_date;director;screenwriter;cast_member;director_of_photography;film_editor;production_designer;costume_designer;composer;producer;production_company;distributed_by;narrative_location;filming_location;duration;award_received;nominated_for;box_office;cost;collection;imdb_id;metascore;imdbrating;imdbvotes
Q2698322;Arbitrage;?;?;crime film,drama,thriller film;?;United States of America;?;2012-12-27T00:00:00Z,2012-01-21T00:00:00Z;Nicholas Jarecki;Nicholas Jarecki;Tibor Feldman,Fabrizia Dal Farra,Austin Lysy,Stuart Margolin,Graydon Carter,Julian Niccolini,Paul Fitzgerald,Alex Kruz,Maria Bartiromo,Paula Devicq,Nate Parker,David Faber,Felix Solis,Jamie Johnson,Reg E. Cathey,Alyssa Sutherland,Shawn Elliott,Gabrielle Lazure,Larry Pine,Monica Raymund,Chris Eigeman,William Friedkin,Josh Pais,Susan Sarandon,Brit Marling,Bruce Altman,Laetitia Casta,Richard Gere,Tim Roth;Yorick Le Saux;Douglas Crise;?;?;Cliff Martinez;Laura Bickford,Robert Salerno;?;Netflix,FandangoNow,Big Bang Media,Lionsgate;New York City;New York City;107;?;Golden Globe Award for Best Actor – Motion Picture Drama;?;?;?;?;73;6.6;50,653
Q269887;Yes Man;?;?;film based on a novel,romantic comedy;?;Australia,United States of America;?;2009-02-19T00:00:00Z,2008-12-19T00:00:00Z,2009-01-15T00:00:00Z,2008-12-09T00:00:00Z;Peyton Reed;Jarrad Paul,Nicholas Stoller;Brent Briscoe,Rhys Darby,Spencer Garrett,Molly Sims,John Michael Higgins,Patrick Labyorteaux,Terence Stamp,Jim Carrey,Bradley Cooper,Danny Masterson,Rocky Carroll,Sasha Alexander,Zooey Deschanel,Fionnula Flanagan,Luis Guzmán;Robert Yeoman;Craig Alpert;?;Mark Bridges;Lyle Workman,Mark Oliver Everett;Jim Carrey,David Heyman,Richard D. Zanuck;Village Roadshow Pictures,Warner Bros.,Heyday Films;FandangoNow,Netflix,Warner Bros.,InterCom;Los Angeles;?;104;?;?;223241637;70000000;?;?;46;6.8;339,420
Q269912;Into the Wild;?;?;film based on books,drama,docudrama,biographical film,road movie;?;United States of America;?;2008-01-09T00:00:00Z,2007-01-01T00:00:00Z;Sean Penn;Sean Penn;Merritt Wever,Thure Lindhardt,Haley Ramm,Zach Galifianakis,Signe Egholm Olsen,Steven Wiig,R. D. Call,Catherine Keener,Jena Malone,Hal Holbrook,Brian H. Dierker,Emile Hirsch,William Hurt,Vince Vaughn,Marcia Gay Harden,Kristen Stewart;Éric Gautier;Jay Cassidy;Derek R. Hill;Mary Claire Hannan;Michael Brook;Sean Penn,Bill Pohlad,Art Linson;Paramount Vantage;UIP-Dunafilm,Netflix,FandangoNow;Arizona,California,Los Angeles,South Dakota;California,Arizona,Mexico;148;National Board of Review: Top Ten Films;Academy Award for Best Supporting Actor,Academy Award for Best Film Editing;?;?;?;?;73;8.1;582,080
Q2699996;Waiting for Guffman;?;?;comedy film;?;United States of America;?;1997-01-01T00:00:00Z;Christopher Guest;Eugene Levy,Christopher Guest;Paul Benedict,Scott Williamson,Matt Keeslar,Bob Odenkirk,David Cross,Michael Hitchcock,Paul Dooley,Frances Fisher,Larry Miller,Brian Doyle-Murray,Christopher Guest,Lewis Arquette,Don Lake,Miriam Flynn,Kathy Lamkin,Parker Posey,Eugene Levy,Bob Balaban,Fred Willard,Catherine O'Hara;Roberto Schaefer;?;?;?;William Ross;Karen Murphy;Castle Rock Entertainment;Sony Pictures Classics,Netflix,FandangoNow;Missouri;Lockhart;84;?;?;?;?;Museum of Modern Art;?;71;7.5;27,272
Q2701647;The Lords of Salem;?;?;horror film;?;United Kingdom,United States of America,Canada;?;2012-09-10T00:00:00Z;Rob Zombie;Rob Zombie;Daniel Roebuck,Torsten Voges,Lew Temple,Clint Howard,Richard Lynch,Barbara Crampton,Bobby Campo,Brandon Cruz,Camille Keaton,Udo Kier,Sheri Moon Zombie,Michael Berryman,Sid Haig,Andrew Prine,Bruce Davison,Patricia Quinn,Ken Foree,Meg Foster,Lisa Marie,Dee Wallace,Judy Geeson,Jeff Daniel Phillips,María Conchita Alonso;Brandon Trost;Glenn Garland;?;?;John 5;Andy Gould,Jason Blum,Rob Zombie,Oren Peli,Steven Schneider;IM Global,Entertainment One;Anchor Bay Entertainment,Netflix;Massachusetts;?;101;?;?;?;?;?;?;57;5.2;28,191
Q270215;Contact;science,faith,relationship between religion and science,religion,first contact,extraterrestrial life;?;film based on a novel,drama,science fiction film;Alan Silvestri;United States of America;?;1997-07-11T00:00:00Z,1997-10-09T00:00:00Z,1997-11-07T00:00:00Z;Robert Zemeckis;Carl Sagan,Ann Druyan,James V. Hart,Michael Goldenberg;J. A. Preston,Natalie Allen,Max Martini,Jake Busey,Robin Gammell,Steven Ford,Bill Clinton,Yuji Okumoto,Marc Macaulay,Geoffrey Blake,Larry King,William Fichtner,James Woods,Jodie Foster,John Hurt,David Morse,Jena Malone,Matthew McConaughey,Alex Veadov,Rob Lowe,Angela Bassett,Tom Skerritt;Don Burgess;Arthur Schmidt;?;?;Alan Silvestri;Lynda Obst,Steve Starkey;Warner Bros.;FandangoNow,InterCom,Netflix;Hokkaidō,Washington, D.C.,Puerto Rico,New Mexico,Wisconsin,Florida;Florida,Arizona,New Mexico;144;?;Academy Award for Best Sound;?;90000000;?;?;62;7.5;258,240
Q270351;American Gangster;Vietnam War,organized crime;?;biographical film,drama,hood film,crime thriller;various artists;United States of America;?;2007-11-15T00:00:00Z,2007-10-19T00:00:00Z,2007-01-01T00:00:00Z;Ridley Scott;Steven Zaillian;Ruben Santiago-Hudson,Ritchie Coster,Gavin Grazer,Ric Young,Eddie Rouse,John Cenatiempo,Al Santos,Malcolm Goodwin,Clarence Williams III,Cuba Gooding Jr.,John Ortiz,Joe Morton,Russell Crowe,Armand Assante,Richard Nixon,Roger Guenveur Smith,Carla Gugino,Common,Joe Frazier,Chiwetel Ejiofor,Jon Polito,Yul Vazquez,Kevin Corrigan,Idris Elba,KaDee Strickland,Norman Reedus,RZA,Robert Funaro,Ted Levine,Denzel Washington,John Hawkes,Lymari Nadal,T.I.,Josh Brolin,Roger Bart,Ruby Dee;Haris Savides;Pietro Scalia;Arthur Max;?;Marc Streitenfeld;Brian Grazer,Nicholas Pileggi,Ridley Scott;Imagine Entertainment,Scott Free Productions,Relativity Media;Netflix,FandangoNow,UIP-Dunafilm;New York City,Thailand,Manhattanville,New Jersey,Harlem;Long Island,Thailand;158;?;Academy Award for Best Supporting Actress,Academy Award for Best Production Design;266500000;?;?;?;76;7.8;398,609
Q270385;Pride & Prejudice;?;?;romance film,drama,film based on a novel;?;United Kingdom,United States of America,France;?;2005-07-25T00:00:00Z,2005-10-20T00:00:00Z;Joe Wright;Liza Chasin,Debra Hayward,Emma Thompson,Deborah Moggach;Pip Torrens,Jay Simpson,Sinead Matthews,Meg Wynn Owen,Sylvester Morand,Simon Woods,Moya Brady,Penelope Wilton,Stephen Humby,Tamzin Merchant,Claudie Blakley,Roy Holder,Cornelius Booth,Samantha Bloom,Peter Wight,Rupert Friend,Kelly Reilly,Donald Sutherland,Carey Mulligan,Rosamund Pike,Talulah Riley,Matthew Macfadyen,Jena Malone,Brenda Blethyn,Tom Hollander,Keira Knightley,Judi Dench;Roman Osin;?;?;Jacqueline Durran;Dario Marianelli;Paul Webster,Eric Fellner,Tim Bevan;StudioCanal,Working Title Films;UIP-Dunafilm,FandangoNow,Netflix;Derbyshire,Pemberley,Hertfordshire;Burghley House;127;?;Academy Award for Best Actress,Academy Award for Best Original Score,European Film Award – People's Choice Award for Best European Film,Academy Award for Best Costume Design,European Film Award for Best Cinematographer,European Film Award for Best Composer,Academy Award for Best Production Design;?;?;?;?;82;7.8;264,882
Q270410;Saw II;?;Saw;splatter film,crime film,slasher film;?;United States of America;?;2006-02-09T00:00:00Z,2006-01-20T00:00:00Z,2005-01-01T00:00:00Z,2005-10-28T00:00:00Z;Darren Lynn Bousman;Darren Lynn Bousman,Leigh Whannell;Timothy Burd,Lyriq Bent,Erik Knudsen,Emmanuelle Vaugier,Tobin Bell,Kelly Jones,Donnie Wahlberg,Leigh Whannell,Shawnee Smith,Cary Elwes,Michael Emerson,Dina Meyer,Glenn E. Plummer,Noam Jenkins,Beverley Mitchell,Franky G;David Malet Armstrong;Kevin Greutert;David Hackl;?;Charlie Clouser;Leigh Whannell,Gregg Hoffman,Mark Burg,Oren Koules,James;Twisted Pictures;FandangoNow,Lionsgate Films,Netflix;?;Toronto;93;?;?;147700000;4000000;?;?;40;6.6;235,300
Q27044293;The Lion King;?;?;family film,computer-animated film,adventure film,drama,comedy film;?;United States of America;?;2019-07-18T00:00:00Z,2019-08-21T00:00:00Z,2019-07-17T00:00:00Z,2019-07-19T00:00:00Z;Jon Favreau;Jeff Nathanson;?;Caleb Deschanel;Mark Livolsi;?;?;Hans Zimmer;Jon Favreau;Moving Picture Company,Walt Disney Pictures;Walt Disney Studios Motion Pictures,Disney+;Pride Rock;?;118;?;?;51831937,44252510,1654735262,35005679,41816484,92962723,69423087,41453472,543041133,80284148,56117349,115717711,47038670,62612917,9000000;?;?;?;55;6.9;218,664
Q2704813;In the Shadow of the Moon;?;?;documentary film;?;United States of America,United Kingdom;?;2009-01-29T00:00:00Z,2007-01-01T00:00:00Z;Christopher Riley,David Sington;?;John Young,Charles Duke,Alan Bean,Eugene Cernan,Neil Armstrong,Edgar Mitchell,Buzz Aldrin,Harrison Schmitt,John F. Kennedy,Jim Lovell,Michael Collins,David Scott;?;?;?;?;Philip Sheppard;Christopher Riley,John Battsek;?;Vertigo Films,Netflix;?;?;95;?;?;?;?;?;?;84;8.0;6,584
Q270510;The Apartment;?;?;drama,Christmas film,romantic comedy;?;United States of America;?;1960-09-16T00:00:00Z,1960-01-01T00:00:00Z;Billy Wilder;I. A. L. Diamond,Billy Wilder;Paul Picerni,Hal Smith,Hope Holiday,David White,Johnny Seven,David Lewis,Ray Walston,Jack Kruschen,Naomi Stevens,Joan Shawlee,Edie Adams,Fred MacMurray,Joyce Jameson,Jack Lemmon,Shirley MacLaine;Joseph LaShelle;Daniel Mandell;Alexandre Trauner;?;Adolph Deutsch;Billy Wilder;The Mirisch Company;United Artists Corporation,FandangoNow,Netflix;New York City;New York City;125;National Board of Review: Top Ten Films,Academy Award for Best Picture,Academy Award for Best Writing, Original Screenplay,Academy Award for Best Art Direction, Black and White,Academy Award for Best Director,Academy Award for Best Film Editing,National Film Registry;Academy Award for Best Film Editing,Academy Award for Best Art Direction, Black and White,Academy Award for Best Sound,Academy Award for Best Cinematography, Black-and-White,Academy Award for Best Supporting Actor,Academy Award for Best Actor,Academy Award for Best Picture,Academy Award for Best Writing, Original Screenplay,Academy Award for Best Director,Academy Award for Best Actress;?;?;?;?;94;8.3;167,502
Q2705467;Partition;?;?;romance film,drama;?;Canada,India,United Kingdom;?;2007-01-01T00:00:00Z;Vic Sarin;?;Madhur Jaffrey,Jimi Mistry,Neve Campbell,Irrfan Khan,Kristin Kreuk,John Light;?;Reginald Harkema;?;?;Brian Tyler;?;?;Netflix;?;?;116;?;?;?;?;?;?;N/A;6.9;2,480
Q270599;Scream 2;revenge;?;mystery film,comedy horror,slasher film;?;United States of America;?;1997-12-12T00:00:00Z,1997-12-10T00:00:00Z,1998-04-23T00:00:00Z;Wes Craven;Kevin Williamson;Joshua Jackson,Matthew Lillard,Sarah Michelle Gellar,Liev Schreiber,Courteney Cox,David Arquette,Éric Etcheverry,Lewis Arquette,Adam Shankman,Nancy O'Dell,Omar Epps,Portia de Rossi,Jason Trost,Heather Graham,Luke Wilson,Neve Campbell,Jerry O'Connell,Jamie Kennedy,Selma Blair,Elise Neal,Tori Spelling,Duane Martin,Laurie Metcalf,Roger L. Jackson,Rose McGowan,Peter Deming,Rebecca Gayheart,Christopher Doyle,Anne Fletcher,Timothy Olyphant,Marisol Nichols,Kevin Williamson,David Warner,Wes Craven,Jada Pinkett Smith;Peter Deming;Patrick Lussier;?;?;Marco Beltrami;Marianne Maddalena,Wes Craven,Cathy Konrad,Andrew Rona;Craven-Maddalena Films;Netflix,Vudu,UIP-Dunafilm,FandangoNow;Ohio;Ambassador Hotel;120;?;?;?;?;?;?;63;6.2;159,362
Q2709431;Batman: The Dark Knight Returns;Cold War;?;action film,science fiction film,dystopian film;Christopher Drake;United States of America;?;2012-01-01T00:00:00Z;Jay Oliva;Bob Goodman;Peter Weller,Wade Williams,Michael Emerson,Ariel Winter,Mark Valley,David Selby;?;?;?;?;Christopher Drake;Michael Uslan,Alan Burnett,Benjamin Melniker,Bruce Timm;DC Comics,Warner Premiere;Warner Bros. Home Entertainment;?;?;76;?;?;?;?;?;?;N/A;8.0;53,957
Q271006;Enemy at the Gates;Battle of Stalingrad,World War II;?;war film,drama,romance film,action film;?;United Kingdom,France,United States of America,Ireland,Germany;?;2001-03-30T00:00:00Z,2001-03-15T00:00:00Z,2001-03-16T00:00:00Z;Jean-Jacques Annaud;Alain Godard,Jean-Jacques Annaud;Robert Stadlober,Gotthard Lange,Hendrik Arnst,Lenn Kudrjawizki,Werner Daehn,Dan van Husen,Dana Cebulla,Marc Bischoff,Gabriel Thomson,Markus Majowski,Clemens Schick,Ivan Shvedoff,Valentin Plătăreanu,Matthias Habich,Holger Handtke,Birol Ünel,Axel Neumann,Michael Schenk,Tom Wlaschiha,Mark Zak,André Emanuel Kaminski,Sophie Rois,Anna Böttcher,Gennadi Vengerov,Hans-Martin Stier,Joseph Fiennes,Jude Law,Ed Harris,Eva Mattes,Rachel Weisz,Bob Hoskins,Ron Perlman;Robert Fraisse;Noëlle Boisson;?;Janty Yates;James Horner;John D. Schofield,Jean-Jacques Annaud;Paramount Pictures;Netflix,UIP-Dunafilm,FandangoNow,Pathé Distribution;Volgograd;Bavaria,Rüdersdorf bei Berlin,Babelsberg Studio,Krampnitz;130;?;European Film Award - People's Choice Award for Best Director,European Film Award – Jameson People's Choice Award – Best Actor,European Film Award – Jameson People's Choice Award – Best Actress;?;?;?;?;53;7.6;246,994
Q27133740;Scoop!;?;?;comedy-drama;?;Japan;?;2016-10-01T00:00:00Z;Hitoshi Ōne;?;Masaharu Fukuyama;?;?;?;?;?;?;?;Tōhō;?;?;120;?;?;?;?;?;?;N/A;6.4;436
Q271690;Mars Attacks!;alien invasion;?;science fiction film,parody film,horror film;Danny Elfman;United States of America;?;1996-12-12T00:00:00Z,1997-02-27T00:00:00Z;Tim Burton;Jonathan Gems;Rance Howard,Joe Don Baker,Ray J,Willie Garson,Valerie Wildman,Jerzy Skolimowski,Carl Washington,J. Kenneth Campbell,Jack Black,O-Lan Jones,Frank Welker,Pierce Brosnan,Lisa Marie,Pam Grier,Sylvia Sidney,Jack Nicholson,Tom Jones,Glenn Close,Rod Steiger,Annette Bening,Michael J. Fox,Danny DeVito,Jim Brown,Natalie Portman,Barbet Schroeder,Lukas Haas,Sarah Jessica Parker,Martin Short,Paul Winfield,Christina Applegate;Peter Suschitzky;Chris Lebenzon;Wynn Thomas;Colleen Atwood;Danny Elfman;Larry J. Franco,Tim Burton;Warner Bros.;FandangoNow,Netflix,Warner Bros.;New York City,Kansas,Washington, D.C.,Paris;Kansas,Arizona;106;?;?;101371017;70000000;Museum of Modern Art;?;52;6.3;212,536
Q27178;Hamlet;?;?;drama;?;United Kingdom;?;1948-01-01T00:00:00Z;Laurence Olivier;Laurence Olivier;Patrick Troughton,Russell Thorndike,John Gielgud,Anthony Bushell,Desmond Llewelyn,Christopher Lee,Harcourt Williams,Niall MacGinnis,Norman Wooland,Peter Cushing,Laurence Olivier,Felix Aylmer,Jean Simmons,Esmond Knight,Anthony Quayle,Stanley Holloway,John Laurie,Basil Sydney,Eileen Herlie,Terence Morgan;Desmond Dickinson;Helga Keller;Roger Furse;Roger Furse;William Walton;Laurence Olivier;Two Cities Films;iTunes;Denmark;?;150;Academy Award for Best Picture,Academy Award for Best Art Direction, Black and White,National Board of Review: Top Ten Films,Academy Award for Best Actor,Academy Award for Best Costume Design, Black-and-White;Academy Award for Best Supporting Actress,Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Actor,Academy Award for Best Costume Design, Black-and-White,Academy Award for Best Art Direction, Black and White,Academy Award for Best Original Dramatic or Comedy Score;?;?;?;?;82;7.6;15,603
Q2719903;The Magic Flute;?;?;drama,musical film,film adaptation;?;France,United Kingdom;?;2006-09-07T00:00:00Z;Kenneth Branagh;?;Amy Carson,Benjamin Jay Davis,Joseph Kaiser,Rodney Clarke,René Pape,Lyubov Petrova;?;Michael Parker;?;?;Wolfgang Amadeus Mozart;?;?;01 Distribution,Netflix;?;?;135;?;?;?;?;?;?;N/A;6.5;1,153
Q27204;Live and Let Die;?;?;film based on a novel,action film,blaxploitation,spy film;?;United Kingdom,United States of America;?;1973-01-01T00:00:00Z,1973-12-19T00:00:00Z;Guy Hamilton;Tom Mankiewicz,Ian Fleming;Dennis Edwards,Alvin Alcorn,Madeline Smith,Shane Rimmer,Lon Satton,Marc Smith,Joie Chitwood,Yaphet Kotto,Gloria Hendry,Julius Harris,Lois Maxwell,Bernard Lee,David Hedison,Clifton James,Geoffrey Holder,Jane Seymour,Roger Moore;Ted Moore;Bert Bates;?;Julie Harris;George Martin;Harry Saltzman,Albert R. Broccoli;Eon Productions;InterCom,Netflix,FandangoNow;Caribbean,New York City,New Orleans,Harlem;New Orleans,Pinewood Studios,New York City;121;?;Academy Award for Best Original Song;?;?;?;?;55;6.8;98,709
Q272064;The Living Daylights;?;A View to a Kill;film based on literature,spy film,thriller film,action film;?;United Kingdom;?;1987-08-13T00:00:00Z,1987-07-31T00:00:00Z,1987-07-10T00:00:00Z;John Glen;Michael G. Wilson,Richard Maibaum;Michael G. Wilson,Andreas Wisniewski,Nadim Sawalha,Thomas Wheatley,John Bowe,Simon Crane,Walter Gotell,Robert Miranda,Hanno Pöschl,Geoffrey Keen,Virginia Hey,John Rhys-Davies,Caroline Bliss,Maryam d'Abo,Jeroen Krabbé,Art Malik,Timothy Dalton,John Terry,Desmond Llewelyn,Joe Don Baker,Robert Brown;Alec Mills;Peter Davies;?;?;John Barry;Albert R. Broccoli,Michael G. Wilson;Eon Productions;InterCom,Netflix,FandangoNow;Vienna,Gibraltar,Afghanistan,Tangier,Bratislava,Baluchistan;Morocco,Pinewood Studios,Vienna,Austria,California,Gibraltar;130;?;?;?;?;?;?;60;6.7;90,483
Q2722326;Darling Lili;aviation;?;musical film;?;United States of America;?;1970-01-01T00:00:00Z,1970-06-18T00:00:00Z;Blake Edwards;Blake Edwards,William Peter Blatty;Bernard Lajarrige,Max Vialle,Jacques Marin,Jean-Pierre Zola,Jean Del Val,Niall MacGinnis,Jeremy Kemp,Rolfe Sedan,Alain Doutey,André Maranne,Louis Mercier,Ray Saunders,Gloria Paul,Rock Hudson,Vernon Dobtcheff,Yves Barsacq,Laurie Main,Julie Andrews,David Armstrong;Russell Harlan;Peter Zinner;?;?;Henry Mancini;Blake Edwards;?;Paramount Pictures,Netflix;Paris;?;136;?;Academy Award for Best Original Song Score,Academy Award for Best Costume Design;?;?;?;?;N/A;6.1;1,990
Q2722782;Shorts;?;?;children's film,fantasy film;?;United States of America;?;2009-01-01T00:00:00Z;Robert Rodriguez;Álvaro Rodríguez,Robert Rodriguez;Shakey Graves,Jackson Hurst,Leslie Mann,Jonathan Breck,Ryan Lee,William H. Macy,Jon Cryer,Devon Gearhart,Jimmy Bennett,Leo Howard,Susan Sarandon,Jake Short,Kat Dennings,Trevor Gagnon,James Spader;Robert Rodriguez;Robert Rodriguez,Ethan Maniquis;?;?;Robert Rodriguez;Robert Rodriguez,Elizabeth Avellán Ochoa;Troublemaker Studios,Dimension Films,MRC,Paramount Pictures;Netflix,Warner Bros.;?;?;89;?;?;?;?;?;?;53;4.7;6,938
Q272595;Waterworld;seamanship;?;dystopian film,action film,post-apocalyptic film,science fiction film;?;United States of America;?;1995-07-28T00:00:00Z,1995-09-21T00:00:00Z,1995-10-13T00:00:00Z;Kevin Reynolds;Peter Rader,David Twohy;Zakes Mokae,Robert Joy,John Fleck,Sean Whalen,R. D. Call,Sab Shimono,Lanny Flaherty,Lee Arenberg,Jack Kehler,Leonardo Cimino,Rick Aviles,John Fleck,Robert LaSardo,Gerard Murphy,Dennis Hopper,Kim Coates,Jack Black,Michael Jeter,Tina Majorino,Jeanne Tripplehorn,Kevin Costner;Dean Semler;Peter Boyle;Dennis Gassner;?;James Newton Howard;John Davis,Lawrence Gordon,Charles Gordon,Kevin Costner;Davis Entertainment;FandangoNow,Universal Pictures,Netflix;?;Hawaii;136;?;Academy Award for Best Sound;264218220;175000000;?;?;56;6.2;184,434
Q272608;Mulholland Drive;amnesia;?;neo-noir,drama,mystery film,LGBT-related film;?;United States of America;?;2001-05-06T00:00:00Z,2002-01-03T00:00:00Z,2001-10-12T00:00:00Z;David Lynch;David Lynch;Scott Coffey,Richard Green,Melissa George,Tony Longo,Michael Fairman,Michael J. Anderson,William Ostrander,Rena Riffel,James Karen,Katharine Towne,Patrick Fischler,Michael Des Barres,Brent Briscoe,Billy Ray Cyrus,Lisa Lackey,Michele Hicks,Robert Forster,Lori Heuring,Geno Silva,Naomi Watts,Dan Hedaya,Ann Miller,Jeanne Bates,Mark Pellegrino,Angelo Badalamenti,Lee Grant,Chad Everett,Laura Harring,Justin Theroux,Vincent Castellanos;Peter Deming;Mary Sweeney;Jack Fisk;?;Angelo Badalamenti;Mary Sweeney,Alain Sarde;StudioCanal,Canal+ Group;FandangoNow,Universal Pictures,Netflix;Los Angeles,Mulholland Drive;?;147;César Award for Best Foreign Film,National Board of Review: Top Ten Films;Academy Award for Best Director;20000000;15000000;?;?;85;7.9;327,173
Q272860;The Elefant Man;Joseph Merrick,social exclusion,cruelty,disability;?;biographical film,drama;John Morris;United States of America;?;1981-02-13T00:00:00Z,1980-10-03T00:00:00Z;David Lynch;Christopher De Vore,Eric Bergren,David Lynch;Pat Gorman,Kenny Baker,Phoebe Nicholls,Pauline Quirke,Eric Bergren,W. Morgan Sheppard,Patricia Hodge,John Standing,David Ryall,Kathleen Byron,Lesley Dunlop,Hugh Manning,Freddie Jones,Wendy Hiller,Michael Elphick,Dexter Fletcher,Anthony Hopkins,John Hurt,John Gielgud,Anne Bancroft;Freddie Francis;Anne V. Coates;Stuart Craig;Patricia Norris;John Morris;Mel Brooks,Jonathan Sanger,Stuart Cornfeld;Brooksfilms;FandangoNow,Universal Pictures,Paramount Pictures,Netflix;London;London;124;National Board of Review: Top Ten Films,César Award for Best Foreign Film;Academy Award for Best Actor,Academy Award for Best Production Design,Academy Award for Best Picture,Academy Award for Best Film Editing,Academy Award for Best Director,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Original Score,Academy Award for Best Costume Design;26010864;?;?;?;78;8.1;224,116
Q27343;Warm Bodies;aviation;?;post-apocalyptic film,comedy horror,teen film,film based on literature,zombie comedy,romantic comedy;?;United States of America;?;2013-02-21T00:00:00Z,2013-01-01T00:00:00Z,2013-04-11T00:00:00Z,2013-02-07T00:00:00Z;Jonathan Levine;Jonathan Levine;Vincent Leclerc,Teresa Palmer,Dave Franco,Rob Corddry,Analeigh Tipton,John Malkovich,Nicholas Hoult,Cory Hardrict;Javier Aguirresarobe;Nancy Richardson;?;?;Marco Beltrami;David Hoberman;Mandeville Films,Summit Entertainment;Netflix,ProVideo,Summit Entertainment,FandangoNow;Canada;Montreal;97;?;?;?;?;?;?;60;6.8;221,281
Q273568;Charlie Wilson's War;?;?;political drama,spy film,film based on literature,biographical film,drama;?;United States of America,Germany;?;2008-02-07T00:00:00Z,2007-12-10T00:00:00Z;Mike Nichols;Aaron Sorkin;Peter Gerety,Anthony Azizi,Denis O'Hare,Cyia Batten,Tracy Phillips,Jud Tylor,John Slattery,Aharon Ipalé,Mary Bonner Baker,Ken Stott,Sammy Sheik,Mozhan Marnò,Kurt Yaeger,Nazanin Boniadi,Jud Taylor,Patrika Darbo,Joseph Sikora,Christopher Denham,Kevin Cooney,Shaun Toub,Brian Markinson,Faran Tahir,P. J. Byrne,Amy Adams,Rachel Nichols,Om Puri,Erick Avari,Emily Blunt,Philip Seymour Hoffman,Ned Beatty,Tom Hanks,Julia Roberts,Shiri Appleby;Stephen Goldblatt;John Bloom;?;?;James Newton Howard;Tom Hanks;Relativity Media;FandangoNow,Netflix,UIP-Dunafilm;Washington, D.C.;?;98;?;Academy Award for Best Supporting Actor;?;?;?;?;67;7.0;112,281
Q273686;The Descendants;?;?;drama,comedy-drama;?;United States of America;?;2012-02-16T00:00:00Z,2011-09-02T00:00:00Z,2011-11-18T00:00:00Z,2012-01-26T00:00:00Z;Alexander Payne;Alexander Payne,Jim Rash,Nat Faxon;Laird Hamilton,Mary Birdsong,Nick Krause,George Clooney,Robert Forster,Tom McTigue,Judy Greer,Amara Miller,Michael Ontkean,Matthew Lillard,Shailene Woodley,Beau Bridges;Phedon Papamichael;Kevin Tent;?;Wendy Chuck;Craig Armstrong;Jim Taylor,Jim Taylor,Alexander Payne;Searchlight Pictures;FandangoNow,Netflix,Searchlight Pictures,InterCom;Hawaii;Hawaii;115;Academy Award for Best Writing, Adapted Screenplay,National Board of Review: Top Ten Films;Academy Award for Best Picture,Academy Award for Best Director,Academy Award for Best Film Editing,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Actor;?;?;?;?;84;7.3;234,471
Q273704;West Side Story;?;?;crime film,romance film,drama,musical film;?;United States of America;?;1962-09-13T00:00:00Z,1961-01-01T00:00:00Z;Robert Wise,Jerome Robbins;Ernest Lehman;Natalie Wood,Russ Tamblyn,George Chakiris,Ned Glass,Simon Oakland,Rita Moreno,Richard Beymer,Jose De Vega,Eliot Feld,Anthony Perkins;Daniel L. Fapp;Thomas Stanford;Boris Leven;?;Leonard Bernstein;Robert Wise;United Artists Corporation,The Mirisch Company;FandangoNow,Netflix,United Artists Corporation;New York City;New York City;150;National Film Registry,Academy Award for Best Supporting Actress,Academy Award for Best Film Editing,Academy Award for Best Art Direction, Color,Academy Award for Best Cinematography, Color,Academy Award for Best Costume Design, Color,Academy Award for Best Original Musical Score,Academy Award for Best Sound,Academy Award for Best Supporting Actor,Academy Award for Best Picture,Academy Award for Best Director,National Board of Review: Top Ten Films;Academy Award for Best Sound,Academy Award for Best Film Editing,Academy Award for Best Original Musical Score,Academy Award for Best Art Direction, Color,Academy Award for Best Director,Academy Award for Best Picture,Academy Award for Best Supporting Actor,Academy Award for Best Cinematography, Color,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Costume Design, Color,Academy Award for Best Supporting Actress;?;6000000;?;?;86;7.5;99,170
Q2738970;Stonewall;?;?;comedy-drama,drama,LGBT-related film,romance film,docudrama,film based on literature;?;United States of America,United Kingdom;?;1995-09-02T00:00:00Z,1995-12-26T00:00:00Z,1996-07-26T00:00:00Z,1997-03-26T00:00:00Z,1997-05-08T00:00:00Z,1997-01-24T00:00:00Z,1995-09-11T00:00:00Z,1996-09-03T00:00:00Z,1996-05-10T00:00:00Z;Nigel Finch;Rikki Beadle-Blair;Guillermo Díaz,Fred Weller,Luis Guzmán;Chris Seager;?;?;?;Michael Kamen;Christine Vachon;Killer Films;?;New York City;New Jersey;99;?;?;?;?;?;?;N/A;6.9;1,546
